Naam,ID,Website,Ultimate klant,Asana_ID,Duits SEO,Wie,Land,Provincie,Toeristische Regio,latitude,longitude,Plaats,Primaire doelgroep,Omgeving,Aantal sterren,Kampeerplekken,Camperplaats,Vakantiehuizen,Chalets/stacaravans,Groepsacco's,Bijzondere acco's,Glamping,Appartementen,Events (als overnachtingslocatie),Faciliteiten,Zwemmogelijkheden,Binnenzwembad,Buitenzwembad,Zwemvijver/-meer,Buitenspeeltuin,Indoorspeeltuin,Restaurant,Bar,Supermarkt,Snackbar,Bowling,Fietsverhuur,Wellness op het park,Wellness bij accommodatie,Laadpaal,Mindervalide woningen,Kampeerplek met privé sanitair,Vismogelijkheden,Watersport,Padel,Tennis,Multicourt,Voetbalveld,Minigolf,Golf,Bootverhuur,Jachthaven,Duurzaamheid,Christelijk,Vuurwerkvrij,Animatie,Huisdier toegestaan,Kindvriendelijk,In / bij het bos,Aan zee,Aan het water (excl zee),BBQ op het park/bij woning,Accommodatie Types,pets_allowed_at_accommodation,bbq_at_accommodation,sauna_at_accommodation,jacuzzi_at_accommodation
De Scherpenhof,462,https://www.scherpenhof.nl/,x,1203413202820831,x,Caner,Nederland,Gelderland,IJssel,"52,295849","6,09686",,,"Kinderpretpark Julianatoren, Gezinspark ‘t Smallert, Apenheul, De Veluwse Bron, Nationaal park de Hoge Veluwe, Gemeentemuseum Deventer, Paleis ’t Loo in Apeldoorn, Het Kröller-Müller Museum, Internationaal Brandweermuseum in Rijssen",,Ja,,Ja,,,,Ja,,,"Kidsclub Holly, Overdekt speelparadijs Play City, Binnenzwembad, Zwemles tijdens je vakantie, Buitenzwembad, Recreatieplas, Jachthaven aan de IJssel, Bowling, Snackbar, Gemakswinkel, Bruin café + Bogenzaal, Café De Saloon, Tennisbaan, Fietsverhuur, Wasserette, Airtrampoline, Vissen",Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Ja,,"69% Vakantiehuizen (20), 27.6% Kampeerplaatsen (8), 3.4% Ligplaatsen (1)","58.6% all (17), 31% some (9), 10.3% none (3)",0% (0),6.9% (2),0% (0)
De Tien Heugten,463,https://www.tienheugten.nl/,x,1203413202820905,x,Caner,Nederland,Drenthe,,"52,9095128","6,7105261",,,"Drents Museum, Openluchtmuseum Ellert en Brammert, Het Hunebedcentrum, Het Gevangenis Museum, Herinneringscentrum Kamp Westerbork, Het Veenpark, Het Boomkroonpad, Attractiepark Drouwenerzand, Zwemparadijs De Bonte Wever, Cowboy & Indianen Speelreservaat, Kabouterland, Outdoor Joytime, Sprookjeshof, Wildlands Adventure Zoo, DX Adventurepark Gasselte, Historisch Heden Orvelte",,Ja,,Ja,,,,Ja,,,"Eet-café, Buitenbad met apart peuterbad, Kidsclub Holly, Parkshop met broodservice, Midgetgolfbaan met 18 holes, Fietsverhuur, WiFi, Recreatieplas, Laadpalen voor elektrische auto's",Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Nee,,"88% Vakantiehuizen (22), 12% Kampeerplaatsen (3)","40% all (10), 40% none (10), 20% some (5)",0% (0),4% (1),0% (0)
Harderwold Villa Resort,2780,https://www.harderwoldvillaresort.nl/,x,1209085264085363,x,,Nederland,Flevoland,Veluwemeer,"52,3802662","5,6104574",,,"Walibi Holland, Dolfinarium, Luchtvaartmuseum Aviodrome Lelystad, Apenheul, Kok CinemaxX Harderwijk, Almere Jungle, Pantropica, Brasserie Harderwold, Hans & Grietje Zeewolde, Veluwemeer, Oostvaardersplassen, Harderbos, Watersport, Harderwijk, Elburg, Zeewolde, Ermelo, Batavia Stad, Amersfoort centrum, Almere centrum",,Ja,,Ja,,,,Nee,,,"Golfbaan, Brasserie Harderwold, Speeltoestellen, Tennisbaan, Adventure Golf, Bosgolf, Boot huren, Lasergamen, Vlotten bouwen, Boogschieten, Survivalparcours, Combi-programma",Nee,,,,,,,,,,,Ja,,"Ja, accommodaties met sauna, zwembad en/of hottub",Nee,,,,,,,,,,,,,,,,,Ja,Ja,,,,"Ja, barbecue bij de woning","96.6% Vakantiehuizen (57), 1.7% Beheerwoningen / Appartementen (1), 1.7% Camperplaatsen (1)","50.8% none (30), 49.2% all (29)",83.1% (49),28.8% (17),33.9% (20)
Kampeerdorp de Zandstuve,721,https://www.zandstuve.nl/,x,917278937473421,x,Caner,Nederland,Overijssel,Vechtdal,"52,5582741","6,5876473",,,"Theater de Voorveghter, National Tinnen Figuren Museum, Mountainbike route, Fietsroutes, E-chopper, Total Outdoor Vechtdal, Kartplaza, Zwemvijver de Oldermeijer, Vechtdal Express, Wildwaterbaan, Vissen aan de Vecht, NuNature Outdoor,  Avonturenpark Hellendoorn, Attractiepark Slagharen, Plopsaland, Stedelijk Museum Coevorden, Boer'n Xpeditie, Hoeve Bosman, Manege Hostellerie, Outdoor Ommen, Expedition ourdoor, Koe safari, Boerengold het Landschap, Heidepark, Sahara Ommen, Kabouterpad Zandstuvebos, Hunebed centrum, Herinneringscentrum kamp Westerbork, Familiepretpark de Waarbeek, Dinoland, Walibi, Kinderpretpark Julianatoren, Wildlands Emmen, Dierenpark Nordhorn, Apenheul, Tuffen door het tukkerland, Giethoorn, De Flierefluiter, Speel-en ijsboederij de Drentse Koe, Avatarz",5 sterren,Ja,,Ja,,,,Ja,,,"Cobus' Speelkasteel, Speeltuinen, Chilz playroom: playstations, air-hockey, grijpautomaat, pooltafel., Zwemplezier, Animatie, Sport & Spel, TikTok Area, Brasserie & loungebar De Stoov, Pizzeria de Zandstuve, Stuuf To Go, Stuufbar, Sanitair, Stuufwinkel, Fiets- en skelterverhuur, WiFi, Wasserette",Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja ,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,"Ja, doorlopend programma",Ja,Ja,Ja,Nee,Nee,,"92.9% Vakantiehuizen (26), 7.1% Kampeerplaatsen (2)","75% none (21), 14.3% some (4), 10.7% all (3)",0% (0),0% (0),7.1% (2)
Landgoed Het Grote Zand,1643,https://www.hetgrotezand.nl/,x,1204228940439211,x,,Nederland,Drenthe,,"52,20722259","6,891251886",,,"Groningen, TT circuit Assen, Hunebedcentrum Borger, Kamp Westerbork, WILDLANDS Adventure Zoo, Fietsvakantie Drenthe, Wandelen, Nationaal Park Drentsche Aa, Nationaal Park Drents-Friese Wold, Nationaal Park Dwingelderveld",,Nee,,Ja,,,,Nee,,,"Binnenzwembad met apart peuterbad, Jungle Bos, Speeltuinen, Airtrampoline, Animatie, Restaurant, Café & Snackbar, Wellness, Fiets & skelterverhuur, E-choppers huren, Parkshop, Wasserette, Receptie",Ja,Ja,,,,,Ja,,,,,Ja,,"Ja, accommodaties met sauna, bubbelbad en sunshower",,,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,,100% Vakantiehuizen (24),"62.5% some (15), 20.8% all (5), 16.7% none (4)",0% (0),16.7% (4),0% (0)
MarinaPark Bad Nederrijn,1681,https://www.marinaparken.nl/marinapark-bad-nederrijn,x,"1,20094E+15",x,,Nederland,Gelderland,,"51,9628788","5,4037533",,,"Maurik, Wellness boerderij, Fiets- en wandelroutes, Utrechtse Heuvelrug, Stuw- en sluizencomplex Amerongen, Betuwe, Ouwehands Dierenpark, Buren; de parel van de Betuwe, Culemborg bruist!",,Nee,,Ja,,,,Nee,,,"Recreatieplas met strand, Jachthaven, Watersport, SUP Boarden, Brasserie de Gouden Klomp, Voor de kids, E-choppers, Fietsverhuur, Laadpaal, Boot huren, Vismogelijkheden, NIEUW: sauna, Wasserette",Nee,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,,"63.6% Vakantiehuizen (7), 27.3% Kampeerplaatsen (3), 9.1% Ligplaatsen (1)","54.5% all (6), 27.3% some (3), 18.2% none (2)",0% (0),0% (0),0% (0)
MarinaPark Beach Resort Soal,2749,https://www.marinaparken.nl/marinapark-beach-resort-soal,x,"1,20094E+15",x,,Nederland,Friesland,,"52,9690547","5,412487",,,"Lekker eten en drinken, Eise Eisinga Planetarium, Elfstedenstad Workum, Evenementen, Tips voor kids, AquaZoo Leeuwarden, Fiets-, wandel- en vaarroutes, Cultuur en musea, Watersport, Woudagemaal Lemmer",,Ja,,Ja,,,,Nee,,,"NIEUW: sauna, Jachthaven, Strand, Strandpaviljoen 't Oude Strandhuys, Havenrestaurant Soal, E-choppers, Berging elektrische fietsen, Snackbar, Sanitair, Wasserette, Animatieteam, Laadpaal, Recreatiegebouw 'The Fun Factory', Serviceplaats voor campers, Supermarkt, Fietsverhuur, Sportveld, Speeltuinen, Internet",Nee,,,,,,Ja,,,,,,,"Ja, appartementen met sauna",Ja,Ja,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,Nee,"57.1% Vakantiehuizen (16), 25% Kampeerplaatsen (7), 17.9% Appartementen (5)","50% all (14), 35.7% some (10), 14.3% none (4)",0% (0),3.6% (1),0% (0)
MarinaPark Residentie Bloemendaal,2401,https://www.marinaparken.nl/marinapark-residentie-bloemendaal,x,"1,20094E+15",x,,Nederland,Noord-Holland,,"52,3202634","4,5666519",,,"Keukenhof/Bloemencorso, Circuit Zandvoort, Amsterdamse Waterleidingduinen, Strand van Bloemendaal aan Zee, Nationaal Park Zuid-Kennemerland, Haarlem: Historische charme, De Ruïne van Brederode, Fietsen door de Bollenstreek, Linnaeushof: Europa’s grootste speeltuin, Amsterdam: De hoofdstad ontdekken, Beachclubs",,Ja,,Ja,,,,Nee,,,"Zwembad, Brasserie Cheers, Speeltuin, Fietsverhuur, Lobby, E-choppers, Servicestation voor campers, Wasserette",Ja,,,,,,,,,,,Ja,,"Ja, accommodaties met sauna",Nee,,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,Nee,"50% Vakantiehuizen (4), 50% Kampeerplaatsen (4)","37.5% none (3), 37.5% all (3), 25% some (2)",0% (0),12.5% (1),0% (0)
MarinaPark Residentie Nieuw Loosdrecht,1680,https://www.marinaparken.nl/marinapark-residentie-nieuw-loosdrecht,x,"1,20094E+15",x,,Nederland,Noord-Holland,,"52,1985586","5,0897784",,,"Varen op de Loosdrechtse Plassen, Vissen, Wellness aan het water, Wandel&fiets routes, Boederij van Herk, Keukenhof, Slot zuylen, Kasteel-Museum Sypesteyn, Waterliniemuseum fort bij vechten, Avontuurfabriek, Solex of Segway rijden, Kajakken, Suppen, Indoor speelparadijs spelekids",,Nee,,Ja,,,,Nee,,,"Bootverhuur, E-choppers, SUP Boarden, Fietsverhuur, Berging elektrische fietsen, Laadpaal",Nee,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,Ja,Ja,,,,Nee,100% Vakantiehuizen (6),"50% some (3), 50% all (3)",0% (0),0% (0),0% (0)
Oesterdam Resort,835,https://www.waterrijkoesterdam.nl/,x,875158566517401,x,Caner,Nederland,Zeeland,,"51,5008497","4,1852406",,,"Wakeboarden en waterskien, Padellen, Golf, Kiten & (Wind)Surfen, Duiken, Bowlen in Tholen, Pluktuin Franken, Klimbos Brabantse Wal, 't Appeltje, Bioscopen, Monkey Town",,Nee,,Ja,,,,Nee,,,"E-choppers, Fietsverhuur, Paintball, Archerytag, Escape room, Bootverhuur, Supverhuur, Kanoverhuur, Belevingsbad, Infrarood sauna en Stoomcabine, Belevingsdouche, Massage, Relaxruimte met zoutwand, Jet boat experience, MArina Beachclub, Cabanastrand met strandbedden",Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,"Ja, accommodaties met sauna, jacuzzi en bruisbad",Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,,"75% Vakantiehuizen (21), 25% Kamers (7)","50% none (14), 46.4% some (13), 3.6% all (1)",0% (0),35.7% (10),0% (0)
Oysterduinen,2278,https://www.oysterduinen.nl/,x,1206076312226803,x,,Nederland,Zeeland,,"51,5002008","4,0519101",,,"Oosterschelde, Wemeldinge, Goes, Middelburg, Grootste mosselveiling van Europa, De Prinses Beatrixhaven, Nationaal park Oosterschelde, Historisch museum De Bevelanden, Terra Maris | Museum voor natuur en landschap, Tropical Zoo, Klok'uus | Alles op 1 locatie in Zeeland, Rondleidingen, Scooter Huren in Zeeland",,Nee,,Ja,,,,Nee,,,"Fietsverhuur, Laadpaal",Nee,,,,,,,,,,,,,"Ja, accommodaties met sauna en hottub",Nee,,,,,,,,,,,,,,,,,Nee,Ja,,,,Nee,100% Vakantiehuizen (10),"70% some (7), 20% all (2), 10% none (1)",0% (0),40% (4),50% (5)
Resort Mooi Bemelen,258,https://www.resortmooibemelen.nl/,x,602347119028108,x,Caner,Nederland,Zuid-Limburg,,"50,8444138","5,7836988",,,"Fietsen, Wandelen, BloteVoetenPark, Nationaal Park Hoge Kempen, Attractiepark Kabelbaan Valkenburg, GaiaZoo, Nationaal Park Hoge Kempen, Subtropisch zwemparadijs, Mergelgroeve 't Rooth, Drielandenpunt Vaals, Kasteelruïne Fluweelengrot, Duitsland en België, Maastricht, Valkenburg",,Nee,,Ja,,,,Nee,,,"Buitenzwembad, Fietsverhuur, E-choppers huren, Speeltuin, Jeu de Boules en Tafeltennis, Restaurant Ciao Ciao, BBQ en gourmetten",Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,"Ja, accommodaties met sauna ",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,,100% Vakantiehuizen (27),"48.1% all (13), 29.6% some (8), 22.2% none (6)",0% (0),14.8% (4),0% (0)
Resort Rhederlaagse Meren,460,https://www.rhederlaagsemeren.nl/,x,1202443690165663,x,Caner,Nederland,Gelderland,IJssel,"51,9940245","6,0286135",,,"Nationaal park De Hoge Veluwe, Nederlands openluchtmuseum, Doesburg, Veluwse bron, Arnhem, Apenheul, Kinderpretpark Julianatoren, Subtropisch zwembad Rozengaarde, Pretpark Wunderland Kalkar, Burgers’ Zoo, Mosterdmuseum Doesburg",,Ja,,Ja,,,,Ja,,,"Buitenzwembad met spraypark, Animatieteam, FunBowl, Glowgolf, Airtrampoline, Restaurant, Cafetaria, Minishop | Super & Brood, Fietsverhuur, Visvijver De Kromme Hengel, Ligplaatsen Jachthaven, Vip Boot, Wasserette, Sportcafé, Evenementenzaal, Wi-Fi",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,,"Ja, in het hoogseizoen",Ja,Ja,Nee,Nee,Ja,,"78.4% Vakantiehuizen (29), 18.9% Kampeerplaatsen (7), 2.7% Ligplaatsen (1)","45.9% all (17), 35.1% none (13), 18.9% some (7)",0% (0),5.4% (2),8.1% (3)
Resort Valley,2027,https://www.resortvalley.nl/,x,1209676950357016,x,Caner,Nederland,Gelderland,Veluwe,"52,1002875","5,7292528",,,"Nationaal Park De Hoge Veluwe, Nationaal Park Veluwezoom, Burgers' Zoo, Apenheul, Kröller-Müller Museum, Edese Golf Club",,Nee,,Ja,,,,Nee,,,"Le Grand Café, Zwembad, Eten aan huis, Fietsverhuur, Cafetaria, E-Choppers huren, Elektrische scooters huren, Speeltuinen, Dog Wash, Wasserette, Privé Spa & Wellness, Scootmobiel verhuur",Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,"Ja, accommodaties met privé hottub, sauna of binnenzwembad",Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Barbecue bij de woning,100% Vakantiehuizen (19),"84.2% all (16), 10.5% some (2), 5.3% none (1)",63.2% (12),73.7% (14),84.2% (16)
Resort Walsdorf,2581,https://www.resortwalsdorf.com/,x,1208242908819245,x,,Luxemburg ,Tandel ,,"49,9169103","6,1788026",,,"The Mullerthal, Canoeing, Outdoor pool of Beaufort, Indoor and outdoor swimming pool of Hosingen, Aquarium Wasserbillig, The butterfly Garden, Bourscheid Castle, Vianden Castle, National Military Museum, Mudam Museum of Modern Art, AquaNat'our, Vianden swimming pool, Indoor swimming pool of Mersch, Korperich swimming pool, Lake of the Upper Sure",,Ja,,Ja,,,,Ja,,,"Receptie, Restaurant, Sanitair, Wasserette, Speeltuin, Badmintonveld, Volleybalveld, Voetbalveld",Nee,,,,,,Ja,,,,,,,,Nee,,,,,,,,,,,,,,,,,Ja,Ja,,,,Nee,"89.7% Vakantiehuizen (26), 10.3% Kampeerplaatsen (3)","62.1% all (18), 34.5% some (10), 3.4% none (1)",0% (0),3.4% (1),13.8% (4)
Ridderstee Ouddorp Duin,1324,https://www.ridderstee.nl/,x,1194247501047602,x,Caner,Nederland,Zuid-Holland,,"51,8169743","3,9042812",,,"Ouddorpse stranden, Strandplein Ouddorp Duin, Noordzee en Brouwersdam, Dorpen en steden, De Klepperstee",,Nee,,Ja,,,,Nee,,,"Ouddorpse stranden, Strandplein Ouddorp Duin, Noordzee en Brouwersdam, Dorpen en steden, De Klepperstee",Nee,Nee,Nee,Ja,,Nee,Ja,,Nee,Nee,Nee,Nee,Nee,,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,"Ja, doorlopend programma",Ja,Ja,Nee,Ja,Ja,,100% Vakantiehuizen (7),"85.7% some (6), 14.3% all (1)",0% (0),0% (0),0% (0)
Vakantiepark Aan de Maas,2506,https://www.vakantieparkaandemaas.nl/,x,1209083539388421,x,,Nederland,Gelderland,,"51,7795654","5,3307701",,,"GeoFort, Wipe Out!, De Efteling, Den Bosch, Zaltbommel, Gootspokenroute, Slot Loevestein, Kasteel Ammersoyen, Nationaal Park De Loonse en Drunense Duinen, Fiets, Safaripark Beekse Bergen, Bloesem in bloei, Fruitoogst, Fruitcorso in Tiel",,Nee,,Ja,,,,Nee,,,"Fietsverhuur, E-Chopper verhuur, Speeltuinen, Brasserie, Golfbaan De Dorpswaard, Officiële zwemlocatie, Broodjesservice, Mini parkshop, Ligplaatsen jachthaven, Bushalte, Vuurwerkvrij",Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63.3% Accommodaties (19), 33.3% Beheerswoningen (10), 3.3% Ligplaatsen (1)","53.3% all (16), 30% some (9), 16.7% none (5)",3.3% (1),10% (3),3.3% (1)
Vakantiepark BreeBronne,1986,https://www.breebronne.nl/,x,1203197212460343,x,,Nederland,Limburg,Noord-Limburg,"51,3749362","6,0606551",,,"Fun Valley Maastricht, Clip 'n Climb Sittard, Maashof Roadtrip, Maashof Handboogschieten, Fun Forest Venlo, Voetgolf International, Home of Heroes, E-chopper verhuur, Maashof BBQ-Arrangementen, Maashof Bootcamp, Toverland, Fun Valley Maastricht, Ballorig, BillyBird Drakenrijk, BillyBird Hemelrijk, Irrland, Thermaalbad Arcen, Maashof Floaten, Fun Valley Maastricht, Sloepverhuur Limburg, Watersportschool De Roerganger, BillyBird Openluchtzwembad Het Run, Ijssalon Clevers, Aardbeienland Horst, ABC Restaurant Sevenum, Vermaekerij eten & drinken, De Zoes, Maashof BBQ-Arrangementen, Taurus World of Adventure, Vermaekerij Bowlen, Kasteeltuinen Arcen, Limburgs Museum, Hertog Jan Bierbrouwerij, Missiemuseum Steyl, Wereld Paviljoen Steyl, Mind Mystery Horst, Kasteeltuinen Arcen, Wandel- en fietsroutes, Shoppen in Venlo, Centro Oberhausen, Designer Outlet Roermond, Onbekend",,Ja,,Ja,,,,Ja,,,"Fiets- en skelterverhuur, Sanitairgebouw, Watersport, Strandbad, Binnenzwembad, Binnenspeeltuin, Fun & Entertainment, Minigolf, Speeltuin, Beachbar, Pizza Take-Away, Bar 1976, Brasserie Ruig, Snackbar, Vakantie Supermarkt",Ja,,,,,,,,,,,Ja,,,,,Ja,,,,,,,,,,,,,,"Ja, onbekend programma",Ja,Ja,,,,,"70.3% Vakantiehuizen (26), 13.5% Glamping (5), 10.8% Kampeerplaatsen (4), 5.4% Jaarplaatsen (2)","40.5% all (15), 35.1% none (13), 24.3% some (9)",0% (0),2.7% (1),5.4% (2)
Vakantiepark De Beemster,2519,https://www.vakantieparkdebeemster.nl/,x,1211980205120331,x,Caner,Nederland,Noord-Holland,,"52,5512452","4,8085668",,,"Zaanse Schans, Alkmaar, Amsterdam, Fiets- en wandelroutes, Tickets met korting, Volendam, Golfbaan Beemster, Edam, De Bazaar, Enkhuizen, Sprookjeswonderland, De Batavier, Escape Room Purmerend, Monnickendam, Burggolf, Marken, Schermer Molens, Museum BroekerVeiling, Recreatiegebied Het Twiske, Forten in de Beemster, Fort Resort Beemster",,Nee,,Ja,,,,Nee,,,"Fietsverhuur, Wellness, Broodjes & ontbijtservice, Binnenzwembad, Buitenzwembad, Speelstrandje, Restaurant, Escape Box ''Pyramid'', Wasserette, Foodboxen, E-chopper verhuur, Hond mee op vakantie?, Bereikbaarheid openbaar vervoer, Animatieactiviteiten, Dierenweide, Minimarkt, Snackbar",Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,"Ja, accommodaties met sauna",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in de schoolvakanties",Ja,Ja,Nee,Nee,Ja,"Ja, barbecue services","37.3% Beheer (19), 25.5% Chalet (13), 17.6% Grote accommodatie (9), 15.7% Zaanse huizen (8), 3.9% Tiny house (2)","47.1% all (24), 33.3% some (17), 19.6% none (10)",0% (0),11.8% (6),0% (0)
Vakantiepark De Wiedense Meren,2522,https://www.vakantieparkdewiedensemeren.nl/,x,"1,20908E+15",x,Caner,Nederland,Overijssel,,"52,6882537","6,045796",,,"Giethoorn, Kampen, Nationaal Park Weerribben-Wieden, Nationaal Park Dwingelderveld, Speel- en ijsboerderij De Drentse Koe, Pantropica, Museum De Proefkolonie, Batavia Stad Fashion Outlet, De Luie Tuinman, Shakespearetheater, Tulpenroutes Flevoland",,Nee,,Ja,,,,Nee,,,"Jachthaven, Fietsverhuur, Natuurwater en vismogelijkheden, Broodjesservice, Tafeltennis, Vuurwerkarm, SUPPEN",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,,,,,,,,,,,,"66.7% Accommodaties (16), 25% Beheerswoningen (6), 8.3% Ligplaatsen (2)","70.8% all (17), 16.7% some (4), 12.5% none (3)",0% (0),0% (0),0% (0)
Zandvillas,1058,https://www.zandvillas.nl/,x,"1,19954E+15",x,Caner,Nederland,Zeeland,,"51,5872441","3,664053",,,"De Groote Duynen, Veerse Meer, North Sea beach De Banjaard, Island of Noord-Beveland, Nature reserve De Schotsman, Oosterschelde National Park, The Donkey House, Beachrestaurant De Dam, Seal Watching, Cilmbing forest Zeeuwse Helden, Deltapark Neeltjes Jans, Nature playground Loverendale ter Linde, Schaapskooi Zeeland, De Jonge Johannes, Hiking with ponies, Steam train Goes Borsele, Het Kaslokaal, Hof Poppendamme, Klok'uus, Prison island, subtropische swimming paradise Omnium, Berkenhof Tropical Zoo, muZEEum, Picking garden la Fleur, The pumpkin shop and picking garden, Middelburg winter city, Dickens winter market veere, Oostkapelle winter festival, Zeelicht, ch",,Nee,,Ja,,,,Nee,,,"Z'and Spa, Yoga by the sea, In-home cooking, Fresh bread delivery service, Delivery service, Horse Riding, Personal training, Dog Spa",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Ja,,100% De Groote Duynen (85),"50.6% all (43), 49.4% none (42)",0% (0),49.4% (42),1.2% (1)
Harz eco lodges,2763,https://www.harzecolodges.de/,x,1208972470910661,x,,Duitsland,Nedersaksen,Harz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hooge Holt,2754,https://www.hoogeholt.nl/,x,1210121073730954,x,,Nederland,Overijssel,Vechtdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soal Beach Resort,,https://www.soalbeachresort.nl,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aparthotel Zoutelande,641,https://www.aparthotelzoutelande.nl/,x,1158072261504279,,Caner,Nederland,Zeeland,,"51,50084738","3,483282356",,,"Wandelen in Zoutelande en omgeving, Pluktuin Hof Hazenberg, Shoppen in Zoutelande, Fietsen in Zeeland, Nationaal Park Oosterschelde, Deltapark Neeltje Jans, Zoutelande, Westkapelle, Domburg, Vlissingen, Middelburg",,Nee,,Nee,Nee,Nee,Nee,Nee,Ja,,"Gratis wifi, Ontbijtservice, Wassen & drogen, Fietsenstalling, Fiets- & scooterverhuur, Jumbo Supermarkt",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,,100% Appartementen (14),"57.1% none (8), 42.9% all (6)",0% (0),0% (0),0% (0)
Aqua Centrum (Monda),1704,https://www.aquacentrum.nl/,x,1202403397586212,,,Nederland,Flevoland,Veluwemeer,"52,4148716","5,7453574",,,"Fietspont, Walibi Holland, Dolfinarium, Aviodrome, Anton Pieck Museum, Apenheul, Batavialand, Bataviastad Fashion Outlet, De Orchideeën Hoeve, Kabouterbos, Klimbos, Natuurpark Lelystad, Nederlands Artillerie Museum, Oostvaardersplassen, Zandverhalen, Zwaluwhoeve Wellnessresort",,Ja,,Ja,,,,Ja,,,"Restaurant Dockyard, Strandpaviljoen Bremerbaai, Bremerbaaistrand met speeleiland, Bootverhuur, Jachthaven, Recreatieteam, Bremerbaaistrand met speeleiland",Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,,"53.8% Andere accommodaties (7), 46.2% Kampeerplaatsen (6)","53.8% none (7), 46.2% all (6)",0% (0),0% (0),0% (0)
